instrument_id,trade_date,as_of_ts,setup_id,setup_kind,side,filled,outcome,net_ticks,gross_ticks,entry_ts,exit_ts,hold_minutes
S1,2026-01-15,2026-01-15T10:30:00+03:00,S1H6:PULLBACK_LIMIT:BUY:9000,PULLBACK_LIMIT,BUY,True,SL,-65.5,-59.0,2026-01-15T10:35:00+03:00,2026-01-15T10:55:00+03:00,20.0
SV,2026-01-15,2026-01-15T10:30:00+03:00,SVH6:PULLBACK_LIMIT:BUY:9005,PULLBACK_LIMIT,BUY,True,SL,-65.5,-59.0,2026-01-15T10:35:00+03:00,2026-01-15T10:55:00+03:00,20.0
S1,2026-01-16,2026-01-16T10:30:00+03:00,S1H6:PULLBACK_LIMIT:BUY:9085,PULLBACK_LIMIT,BUY,False,NO_FILL,0.0,0.0,,,
SV,2026-01-16,2026-01-16T10:30:00+03:00,SVH6:PULLBACK_LIMIT:BUY:9081,PULLBACK_LIMIT,BUY,False,NO_FILL,0.0,0.0,,,
S1,2026-01-16,2026-01-16T12:00:00+03:00,S1H6:PULLBACK_LIMIT:BUY:9085,PULLBACK_LIMIT,BUY,False,NO_FILL,0.0,0.0,,,
SV,2026-01-16,2026-01-16T12:00:00+03:00,SVH6:PULLBACK_LIMIT:BUY:9081,PULLBACK_LIMIT,BUY,False,NO_FILL,0.0,0.0,,,
S1,2026-01-22,2026-01-22T12:00:00+03:00,S1H6:PULLBACK_LIMIT:BUY:9395,PULLBACK_LIMIT,BUY,True,SL,-49.0,-42.0,2026-01-22T12:30:00+03:00,2026-01-22T15:10:00+03:00,160.0
SV,2026-01-22,2026-01-22T12:00:00+03:00,SVH6:PULLBACK_LIMIT:BUY:9397,PULLBACK_LIMIT,BUY,True,SL,-48.0,-41.0,2026-01-22T12:30:00+03:00,2026-01-22T15:10:00+03:00,160.0
CC,2026-01-24,2026-01-24T10:30:00+03:00,CCH6:BOX_BREAKOUT:SELL:3315,BOX_BREAKOUT,SELL,False,NO_FILL,0.0,0.0,,,
CC,2026-01-24,2026-01-24T12:00:00+03:00,CCH6:BOX_BREAKOUT:SELL:3315,BOX_BREAKOUT,SELL,False,NO_FILL,0.0,0.0,,,
BR,2026-01-31,2026-01-31T12:00:00+03:00,BRH6:PULLBACK_LIMIT:BUY:6941,PULLBACK_LIMIT,BUY,False,NO_FILL,0.0,0.0,,,
CC,2026-01-31,2026-01-31T12:00:00+03:00,CCH6:BOX_BREAKOUT:SELL:3339,BOX_BREAKOUT,SELL,False,NO_FILL,0.0,0.0,,,
BR,2026-02-01,2026-02-01T10:30:00+03:00,BRH6:PULLBACK_LIMIT:BUY:6941,PULLBACK_LIMIT,BUY,True,EXIT,27.5,34.0,2026-02-01T10:40:00+03:00,2026-02-01T18:45:00+03:00,485.0
BR,2026-02-10,2026-02-10T10:30:00+03:00,BRH6:BOX_BREAKOUT:BUY:6933,BOX_BREAKOUT,BUY,True,SL,-29.5,-23.0,2026-02-10T11:50:00+03:00,2026-02-10T12:30:00+03:00,40.0
CC,2026-02-11,2026-02-11T10:30:00+03:00,CCH6:PULLBACK_LIMIT:SELL:3162,PULLBACK_LIMIT,SELL,False,NO_FILL,0.0,0.0,,,
KC,2026-02-18,2026-02-18T12:00:00+03:00,KCJ6:PULLBACK_LIMIT:SELL:2982,PULLBACK_LIMIT,SELL,True,TP,26.5,33.0,2026-02-18T12:15:00+03:00,2026-02-18T12:50:00+03:00,35.0
CC,2026-02-21,2026-02-21T10:30:00+03:00,CCH6:PULLBACK_LIMIT:SELL:2526,PULLBACK_LIMIT,SELL,False,NO_FILL,0.0,0.0,,,
CC,2026-02-21,2026-02-21T12:00:00+03:00,CCH6:BOX_BREAKOUT:SELL:2479,BOX_BREAKOUT,SELL,False,NO_FILL,0.0,0.0,,,
CC,2026-02-21,2026-02-21T12:00:00+03:00,CCH6:PULLBACK_LIMIT:SELL:2526,PULLBACK_LIMIT,SELL,False,NO_FILL,0.0,0.0,,,
CC,2026-02-24,2026-02-24T12:00:00+03:00,CCH6:PULLBACK_LIMIT:SELL:2504,PULLBACK_LIMIT,SELL,False,NO_FILL,0.0,0.0,,,
CC,2026-02-25,2026-02-25T12:00:00+03:00,CCH6:PULLBACK_LIMIT:SELL:2415,PULLBACK_LIMIT,SELL,True,SL,-44.5,-38.0,2026-02-25T12:05:00+03:00,2026-02-25T13:45:00+03:00,100.0
CC,2026-02-26,2026-02-26T10:30:00+03:00,CCH6:BOX_BREAKOUT:SELL:2400,BOX_BREAKOUT,SELL,True,TP,17.5,24.0,2026-02-26T11:45:00+03:00,2026-02-26T12:45:00+03:00,60.0
CC,2026-02-26,2026-02-26T10:30:00+03:00,CCH6:PULLBACK_LIMIT:SELL:2423,PULLBACK_LIMIT,SELL,True,TP,39.5,46.0,2026-02-26T10:50:00+03:00,2026-02-26T12:45:00+03:00,115.0
CC,2026-02-27,2026-02-27T10:30:00+03:00,CCH6:PULLBACK_LIMIT:SELL:2400,PULLBACK_LIMIT,SELL,True,SL,-21.5,-15.0,2026-02-27T10:35:00+03:00,2026-02-27T12:10:00+03:00,95.0
